algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,balance_local_norm_honest,balance_local_norm_attacker,balance_kept_honest,balance_kept_attacker,balance_threshold_honest,balance_threshold_attacker,sigma_dp_honest,sigma_dp_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,133,7.5902725162758315,0.7973864799737931,0.5975402574241161,1.0,1.6105598032643849,nan,1000.0,1.0,1.0,10349,449,0,198,0.4371947339651259,0.0,5.901824209403466,0.0,0.6002290721471659,0.0,135.3606650612571,0.0,5626.481700633751,0.0,8.607138178565286,nan,9.0,0.0,7.045617039547914,nan,0.6002290721471659,0.0,135.3606650612571,0.0,5.901824209403466,0.9148831282946197,0.4371947339651259,0.6002290721471659,7.444836578369141,309.45649353485624
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,134,7.5902725162758315,0.7975464794039726,0.597863665819168,1.0,1.4502120410141193,nan,1000.0,1.0,1.0,10441,541,0,132,0.47515182353948293,0.0,5.926569629435562,0.0,0.600229072147166,0.0,135.25707204718339,0.0,6063.889594902035,0.0,7.865552977511757,nan,6.947368421052632,0.0,6.395790395477223,nan,0.600229072147166,0.0,135.25707204718339,0.0,5.926569629435562,0.9054808404994962,0.47515182353948293,0.600229072147166,6.424710922241211,288.03475575784665
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,135,7.5902725162758315,0.7976012286543847,0.5985358574986458,1.0,1.3606825664639473,nan,1000.0,1.0,1.0,10499,599,0,152,0.4185513027012348,0.0,5.945690655772944,0.0,0.6002290721471659,0.0,135.2976303100586,0.0,6132.722147495668,0.0,8.020953917503357,nan,7.6,0.0,6.478816605189619,nan,0.6002290721471659,0.0,135.2976303100586,0.0,5.945690655772944,0.9133577295179559,0.4185513027012348,0.6002290721471659,6.76488151550293,306.63610737478336
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,136,7.611884008558944,0.7974534809589386,0.5988242040574551,1.0,1.5511771213749181,nan,1000.0,1.0,1.0,10586,686,0,262,0.4736313677352408,0.0,5.968346677238735,0.0,0.6002290721471659,0.0,135.46957795516303,0.0,5820.992621409497,0.0,7.89697671973187,nan,11.391304347826088,0.0,6.336292636417501,nan,0.6002290721471659,0.0,135.46957795516303,0.0,5.968346677238735,0.9170610498136162,0.4736313677352408,0.6002290721471659,7.789500732421875,334.70707573104596
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,137,7.736316831349329,0.7973972302675247,0.5999328650534153,1.0,1.9757256235765375,nan,1000.0,1.0,1.0,10697,797,0,194,0.5055264765801637,0.0,5.995120860800178,0.0,0.6002290721471659,0.0,135.48339644722316,0.0,5477.046307251117,0.0,9.023158550262451,nan,8.434782608695652,0.0,7.191800986008253,nan,0.6002290721471659,0.0,135.48339644722316,0.0,5.995120860800178,0.9164106680831875,0.5055264765801637,0.6002290721471659,7.790295295715332,314.93016266693917
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,138,7.736316831349329,0.7974749794602394,0.6005428491532803,1.0,1.247814393416047,nan,1000.0,1.0,1.0,10397,497,0,154,0.32716364283114674,0.0,6.0216732150844745,0.0,0.6002290721471659,0.0,135.42252731323242,0.0,5691.461917845516,0.0,7.989529371261597,nan,7.7,0.0,6.325647302646794,nan,0.6002290721471659,0.0,135.42252731323242,0.0,6.0216732150844745,0.9061225248744745,0.32716364283114674,0.6002290721471659,6.771126365661621,284.5730958922759
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,139,7.736316831349329,0.7973924800753593,0.601054812669754,1.0,1.3120154083051063,nan,1000.0,1.0,1.0,10696,796,0,294,0.3887798308774277,0.0,6.0502579976451365,0.0,0.600229072147166,0.0,135.57253293637876,0.0,5681.741324118211,0.0,8.373435815175375,nan,10.88888888888889,0.0,6.5855518722130055,nan,0.600229072147166,0.0,135.57253293637876,0.0,6.0502579976451365,0.9089048907004261,0.3887798308774277,0.600229072147166,9.151145973205566,383.5175393779793
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,140,7.736316831349329,0.7974139793217182,0.6016846334934235,1.0,1.1107454200585682,nan,1000.0,1.0,1.0,10475,575,0,124,0.4166800123122003,0.0,6.068529364262863,0.0,0.600229072147166,0.0,135.39866214328342,0.0,6103.375045691025,0.0,7.405142307281494,nan,6.888888888888889,0.0,5.785309420030349,nan,0.600229072147166,0.0,135.39866214328342,0.0,6.068529364262863,0.9110863627730316,0.4166800123122003,0.600229072147166,6.092939796447754,274.6518770560961
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,141,7.860749654139713,0.7973194809257984,0.6024322186410427,1.0,1.7187125303528525,nan,1000.0,1.0,1.0,10275,375,0,212,0.4554040293971246,0.0,6.093524448127593,0.0,0.6002290721471659,0.0,135.40630409934303,0.0,5702.179162748413,0.0,9.0910616571253,nan,9.636363636363637,0.0,7.05525133124063,nan,0.6002290721471659,0.0,135.40630409934303,0.0,6.093524448127593,0.9107966991448566,0.4554040293971246,0.6002290721471659,7.447346725463867,313.61985395116267
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,142,7.860749654139713,0.7973044793307781,0.6029874435067177,1.0,1.178361119909419,nan,1000.0,1.0,1.0,10320,420,0,130,0.3391899723145697,0.0,6.12575246961856,0.0,0.600229072147166,0.0,135.58270009358725,0.0,5830.6045651651375,0.0,8.492328988181221,nan,7.222222222222222,0.0,6.546804914171342,nan,0.600229072147166,0.0,135.58270009358725,0.0,6.12575246961856,0.856611661666328,0.3391899723145697,0.600229072147166,6.101221504211426,262.37720543243114
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,143,7.860749654139713,0.7973367291688919,0.6035787545144558,1.0,1.4103403670920267,nan,1000.0,1.0,1.0,10461,561,0,124,0.41427496779296136,0.0,6.143700306247564,0.0,0.600229072147166,0.0,135.39801534016928,0.0,5878.728241865949,0.0,7.733225213156806,nan,6.888888888888889,0.0,5.921993839522221,nan,0.600229072147166,0.0,135.39801534016928,0.0,6.143700306247564,0.8556176764366312,0.41427496779296136,0.600229072147166,6.092910690307617,264.5427708839677
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,144,7.860749654139713,0.7971477290987968,0.6045330469310284,1.0,1.6743053843577702,nan,1000.0,1.0,1.0,10620,720,0,108,0.5139331503046883,0.0,6.173655566573797,0.0,0.600229072147166,0.0,135.26363372802734,0.0,6026.697730505696,0.0,7.907800515492757,nan,6.0,0.0,6.015444186847136,nan,0.600229072147166,0.0,135.26363372802734,0.0,6.173655566573797,0.8228469127008387,0.5139331503046883,0.600229072147166,6.0868635177612305,271.20139787275633
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,145,7.860749654139713,0.7971549798548222,0.6051195366680622,1.0,1.5084513518959284,nan,1000.0,1.0,1.0,10475,575,0,244,0.4457493529189378,0.0,6.1992455195584375,0.0,0.6002290721471661,0.0,135.5134220123291,0.0,5893.078255380079,0.0,8.19589771827062,nan,10.166666666666666,0.0,6.193173258412659,nan,0.6002290721471661,0.0,135.5134220123291,0.0,6.1992455195584375,0.8220396853958845,0.4457493529189378,0.6002290721471661,8.130805320739746,353.58469532280475
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,146,7.860749654139713,0.797140729278326,0.6056516036391258,1.0,1.1452826410531998,nan,1000.0,1.0,1.0,10383,483,0,210,0.3651825943115083,0.0,6.224941038218839,0.0,0.6002290721471659,0.0,135.50751009854403,0.0,5789.710735072647,0.0,7.680667140267112,nan,9.545454545454545,0.0,5.765279248650973,nan,0.6002290721471659,0.0,135.50751009854403,0.0,6.224941038218839,0.8150337292776642,0.3651825943115083,0.6002290721471659,7.452913055419922,318.43409042899566
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,147,7.860749654139713,0.7972252297401429,0.6060684192180633,1.0,1.5663130237505987,nan,1000.0,1.0,1.0,10726,826,0,260,0.4470708194332054,0.0,6.249895447058143,0.0,0.600229072147166,0.0,135.53833888127252,0.0,5915.414371824276,0.0,8.183773535948534,nan,10.0,0.0,6.102105469738888,nan,0.600229072147166,0.0,135.53833888127252,0.0,6.249895447058143,0.8187927930494201,0.4470708194332054,0.600229072147166,8.809992027282714,384.5019341685779
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,148,7.860749654139713,0.7972019788622856,0.6069703723490238,1.0,1.4892136604574167,nan,1000.0,1.0,1.0,10654,754,0,116,0.39032457808130666,0.0,6.268658611566276,0.0,0.600229072147166,0.0,135.35838639108758,0.0,6023.348102310345,0.0,8.777282388586746,nan,6.105263157894737,0.0,6.501160399846266,nan,0.600229072147166,0.0,135.35838639108758,0.0,6.268658611566276,0.8250921562228296,0.39032457808130666,0.600229072147166,6.42952335357666,286.10903485974137
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,149,7.860749654139713,0.797233479321003,0.6075126998126507,1.0,1.5476477503776551,nan,1000.0,1.0,1.0,10482,582,0,152,0.43483266085386274,0.0,6.2869088200468415,0.0,0.6002290721471659,0.0,135.61231842041016,0.0,5829.061181371752,0.0,8.283576345443725,nan,7.6,0.0,6.094714873725633,nan,0.6002290721471659,0.0,135.61231842041016,0.0,6.2869088200468415,0.8258534506579187,0.43483266085386274,0.6002290721471659,6.780615921020508,291.4530590685876
